"lsoa11cd","lad19cd","income_score","income_rank","income_decile"
"E01004614","E09000032",0.127,12843,4
"E01004615","E09000032",0.254,3832,2
"E01004616","E09000032",0.096,16876,6
"E01004617","E09000032",0.146,10865,4
"E01004618","E09000032",0.051,25933,8
"E01004619","E09000032",0.041,28248,9
"E01004620","E09000032",0.074,20599,7
"E01004621","E09000032",0.086,18550,6
"E01004622","E09000032",0.105,15587,5
"E01004623","E09000032",0.069,21745,7
"E01004624","E09000032",0.11,14939,5
"E01004625","E09000032",0.014,32656,10
"E01004626","E09000032",0.055,25010,8
"E01004627","E09000032",0.067,22114,7
"E01004628","E09000032",0.119,13830,5
"E01004629","E09000032",0.058,24109,8
"E01004630","E09000032",0.234,4790,2
"E01004631","E09000032",0.153,10214,4
"E01004632","E09000032",0.079,19745,7
"E01004633","E09000032",0.249,4065,2
"E01004634","E09000032",0.1,16275,5
"E01004635","E09000032",0.094,17202,6
"E01004636","E09000032",0.129,12676,4
"E01004637","E09000032",0.13,12567,4
"E01004638","E09000032",0.035,29733,10
"E01004639","E09000032",0.059,23892,8
"E01004640","E09000032",0.033,30218,10
"E01004641","E09000032",0.124,13265,5
"E01004642","E09000032",0.117,14059,5
"E01004643","E09000032",0.18,8020,3
"E01004644","E09000032",0.117,14013,5
"E01004645","E09000032",0.214,5868,2
"E01033093","E09000032",0.07,21442,7
"E01033098","E09000032",0.011,32767,10
"E01033099","E09000032",0.139,11555,4
"E01033100","E09000032",0.176,8338,3
"E01033101","E09000032",0.058,24260,8
"E01033132","E09000032",0.119,13756,5
"E01033133","E09000032",0.073,20832,7
"E01033135","E09000032",0.02,32174,10
"E01012446","E06000007",0.036,29620,10
"E01012447","E06000007",0.018,32378,10
"E01012448","E06000007",0.037,29236,9
"E01012449","E06000007",0.011,32758,10
"E01012450","E06000007",0.06,23770,8
"E01012451","E06000007",0.138,11645,4
"E01012452","E06000007",0.018,32427,10
"E01012453","E06000007",0.275,3035,1
"E01012454","E06000007",0.138,11713,4
"E01012455","E06000007",0.315,1813,1
"E01012457","E06000007",0.212,5986,2
"E01012458","E06000007",0.144,11020,4
"E01012459","E06000007",0.236,4686,2
"E01012460","E06000007",0.156,9983,4
"E01012461","E06000007",0.043,27982,9
"E01012462","E06000007",0.092,17551,6
"E01012463","E06000007",0.035,29729,10
"E01012464","E06000007",0.165,9171,3
"E01012465","E06000007",0.09,17826,6
"E01012466","E06000007",0.286,2673,1
"E01012467","E06000007",0.068,21990,7
"E01012468","E06000007",0.075,20516,7
"E01012469","E06000007",0.108,15250,5
"E01012470","E06000007",0.165,9158,3
"E01012471","E06000007",0.025,31573,10
"E01012472","E06000007",0.068,21918,7
"E01012473","E06000007",0.051,25969,8
"E01012474","E06000007",0.117,14081,5
"E01012475","E06000007",0.085,18628,6
"E01012476","E06000007",0.086,18451,6
"E01012477","E06000007",0.025,31599,10
"E01012478","E06000007",0.1,16330,5
"E01012479","E06000007",0.24,4520,2
"E01012480","E06000007",0.203,6503,2
"E01012481","E06000007",0.135,11956,4
"E01012482","E06000007",0.204,6424,2
"E01012483","E06000007",0.299,2226,1
"E01012485","E06000007",0.073,20949,7
"E01012486","E06000007",0.035,29805,10
"E01012487","E06000007",0.038,29166,9
"E01012488","E06000007",0.027,31361,10
"E01012489","E06000007",0.025,31621,10
"E01012490","E06000007",0.048,26568,9
"E01012491","E06000007",0.123,13371,5
"E01012492","E06000007",0.062,23188,8
"E01012493","E06000007",0.054,25301,8
"E01012494","E06000007",0.042,28076,9
"E01012495","E06000007",0.043,27933,9
"E01012496","E06000007",0.052,25771,8
"E01012497","E06000007",0.161,9556,3
"E01012498","E06000007",0.152,10349,4
"E01012499","E06000007",0.052,25654,8
"E01012500","E06000007",0.048,26649,9
"E01012501","E06000007",0.065,22650,7
"E01012502","E06000007",0.049,26408,9
"E01012503","E06000007",0.027,31241,10
"E01012504","E06000007",0.151,10401,4
"E01012505","E06000007",0.174,8477,3
"E01012506","E06000007",0.235,4776,2
"E01012507","E06000007",0.163,9369,3
"E01012508","E06000007",0.252,3921,2
"E01012509","E06000007",0.068,21880,7
"E01012510","E06000007",0.148,10659,4
"E01012511","E06000007",0.144,11096,4
"E01012512","E06000007",0.061,23517,8
"E01012513","E06000007",0.044,27628,9
"E01012514","E06000007",0.047,26960,9
"E01012515","E06000007",0.084,18889,6
"E01012516","E06000007",0.048,26761,9
"E01012517","E06000007",0.033,30306,10
"E01012518","E06000007",0.044,27588,9
"E01012519","E06000007",0.049,26347,9
"E01012520","E06000007",0.306,2031,1
"E01012521","E06000007",0.136,11904,4
"E01012522","E06000007",0.197,6838,3
"E01012523","E06000007",0.163,9412,3
"E01012524","E06000007",0.079,19705,6
"E01012525","E06000007",0.191,7261,3
"E01012526","E06000007",0.299,2213,1
"E01012527","E06000007",0.072,21072,7
"E01012528","E06000007",0.058,24197,8
"E01012529","E06000007",0.051,26012,8
"E01012530","E06000007",0.044,27633,9
"E01012531","E06000007",0.057,24501,8
"E01012532","E06000007",0.049,26420,9
"E01012533","E06000007",0.378,620,1
"E01012534","E06000007",0.229,5024,2
"E01012535","E06000007",0.213,5940,2
"E01012536","E06000007",0.212,5972,2
"E01012537","E06000007",0.241,4436,2
"E01012538","E06000007",0.037,29336,9
"E01012539","E06000007",0.179,8124,3
"E01012540","E06000007",0.063,23017,8
"E01012541","E06000007",0.085,18668,6
"E01012542","E06000007",0.132,12326,4
"E01012543","E06000007",0.05,26230,8
"E01012544","E06000007",0.119,13776,5
"E01012545","E06000007",0.262,3526,2
"E01012546","E06000007",0.294,2387,1
"E01012547","E06000007",0.063,23129,8
"E01012548","E06000007",0.057,24524,8
"E01012549","E06000007",0.046,27017,9
"E01012550","E06000007",0.057,24496,8
"E01012551","E06000007",0.044,27671,9
"E01012552","E06000007",0.107,15304,5
"E01012553","E06000007",0.031,30581,10
"E01012554","E06000007",0.077,20132,7
"E01012555","E06000007",0.045,27307,9
"E01012556","E06000007",0.043,27864,9
"E01012557","E06000007",0.06,23740,8
"E01012558","E06000007",0.031,30643,10
"E01012559","E06000007",0.034,30036,10
"E01012560","E06000007",0.093,17504,6
"E01012561","E06000007",0.086,18616,6
"E01012562","E06000007",0.045,27287,9
"E01012563","E06000007",0.043,27769,9
"E01012564","E06000007",0.072,21152,7
"E01012565","E06000007",0.08,19573,6
"E01012566","E06000007",0.039,28750,9
"E01012567","E06000007",0.023,31878,10
"E01012568","E06000007",0.04,28660,9
"E01012569","E06000007",0.052,25556,8
"E01012570","E06000007",0.206,6288,2
"E01033299","E06000007",0.137,11759,4
"E01033300","E06000007",0.217,5723,2
"E01033302","E06000007",0.182,7904,3
"E01033303","E06000007",0.175,8429,3
"E01031254","E07000222",0.028,31122,10
"E01031255","E07000222",0.027,31392,10
"E01031256","E07000222",0.023,31854,10
"E01031257","E07000222",0.103,15828,5
"E01031258","E07000222",0.085,18630,6
"E01031259","E07000222",0.03,30719,10
"E01031260","E07000222",0.062,23172,8
"E01031261","E07000222",0.156,9911,4
"E01031262","E07000222",0.146,10902,4
"E01031263","E07000222",0.068,21930,7
"E01031264","E07000222",0.195,6949,3
"E01031265","E07000222",0.151,10442,4
"E01031266","E07000222",0.094,17310,6
"E01031267","E07000222",0.033,30296,10
"E01031268","E07000222",0.044,27625,9
"E01031269","E07000222",0.043,27921,9
"E01031271","E07000222",0.1,16300,5
"E01031272","E07000222",0.054,25096,8
"E01031273","E07000222",0.258,3684,2
"E01031274","E07000222",0.14,11452,4
"E01031275","E07000222",0.049,26284,9
"E01031276","E07000222",0.169,8856,3
"E01031277","E07000222",0.045,27322,9
"E01031278","E07000222",0.036,29548,9
"E01031279","E07000222",0.074,20620,7
"E01031280","E07000222",0.041,28306,9
"E01031281","E07000222",0.033,30249,10
"E01031282","E07000222",0.051,25936,8
"E01031283","E07000222",0.031,30533,10
"E01031284","E07000222",0.023,31837,10
"E01031285","E07000222",0.048,26689,9
"E01031286","E07000222",0.092,17592,6
"E01031287","E07000222",0.022,31951,10
"E01031288","E07000222",0.033,30303,10
"E01031289","E07000222",0.035,29876,10
"E01031290","E07000222",0.047,26948,9
"E01031291","E07000222",0.079,19736,7
"E01031292","E07000222",0.031,30542,10
"E01031293","E07000222",0.069,21801,7
"E01031294","E07000222",0.056,24615,8
"E01031295","E07000222",0.02,32217,10
"E01031296","E07000222",0.026,31440,10
"E01031297","E07000222",0.104,15760,5
"E01031298","E07000222",0.043,27946,9
"E01031299","E07000222",0.012,32720,10
"E01031300","E07000222",0.019,32335,10
"E01031301","E07000222",0.023,31943,10
"E01031302","E07000222",0.08,19562,6
"E01031303","E07000222",0.094,17316,6
"E01031304","E07000222",0.054,25066,8
"E01031305","E07000222",0.018,32393,10
"E01031306","E07000222",0.083,18978,6
"E01031307","E07000222",0.018,32396,10
"E01031308","E07000222",0.023,31939,10
"E01031309","E07000222",0.131,12377,4
"E01031310","E07000222",0.092,17628,6
"E01031311","E07000222",0.133,12237,4
"E01031312","E07000222",0.126,13023,4
"E01031313","E07000222",0.034,30110,10
"E01031314","E07000222",0.037,29350,9
"E01031315","E07000222",0.047,26789,9
"E01031316","E07000222",0.105,15646,5
"E01031317","E07000222",0.03,30867,10
"E01031318","E07000222",0.022,32009,10
"E01031319","E07000222",0.067,22149,7
"E01031320","E07000222",0.081,19345,6
"E01031321","E07000222",0.179,8122,3
"E01031322","E07000222",0.084,18810,6
"E01031323","E07000222",0.074,20602,7
"E01031324","E07000222",0.076,20290,7
"E01031325","E07000222",0.142,11269,4
"E01031327","E07000222",0.121,13523,5
"E01031328","E07000222",0.049,26314,9
"E01031329","E07000222",0.058,24316,8
"E01031330","E07000222",0.052,25548,8
"E01031331","E07000222",0.056,24592,8
"E01031332","E07000222",0.184,7731,3
"E01031333","E07000222",0.113,14537,5
"E01031334","E07000222",0.095,17042,6
"E01031335","E07000222",0.057,24541,8
"E01031336","E07000222",0.059,24085,8
"E01031337","E07000222",0.059,23862,8
"E01033253","E07000222",0.05,26259,8
"E01033254","E07000222",0.039,28953,9
"E01033255","E07000222",0.11,14987,5
"E01033256","E07000222",0.095,17166,6
"E01023855","E07000103",0.069,21700,7
"E01023856","E07000103",0.058,24273,8
"E01023857","E07000103",0.165,9236,3
"E01023858","E07000103",0.071,21303,7
"E01023859","E07000103",0.114,14398,5
"E01023860","E07000103",0.209,6165,2
"E01023861","E07000103",0.111,14763,5
"E01023862","E07000103",0.098,16594,6
"E01023863","E07000103",0.094,17274,6
"E01023864","E07000103",0.133,12194,4
"E01023865","E07000103",0.205,6343,2
"E01023866","E07000103",0.236,4716,2
"E01023867","E07000103",0.091,17784,6
"E01023868","E07000103",0.128,12741,4
"E01023869","E07000103",0.104,15744,5
"E01023870","E07000103",0.177,8286,3
"E01023871","E07000103",0.091,17798,6
"E01023872","E07000103",0.045,27284,9
"E01023873","E07000103",0.138,11695,4
"E01023874","E07000103",0.109,15020,5
"E01023875","E07000103",0.075,20425,7
"E01023876","E07000103",0.2,6656,3
"E01023877","E07000103",0.139,11577,4
"E01023878","E07000103",0.017,32466,10
"E01023879","E07000103",0.067,22088,7
"E01023880","E07000103",0.064,22863,7
"E01023881","E07000103",0.048,26657,9
"E01023882","E07000103",0.042,28012,9
"E01023883","E07000103",0.162,9509,3
"E01023884","E07000103",0.072,21151,7
"E01023885","E07000103",0.027,31387,10
"E01023886","E07000103",0.076,20330,7
"E01023887","E07000103",0.02,32192,10
"E01023888","E07000103",0.079,19793,7
"E01023889","E07000103",0.022,32068,10
"E01023890","E07000103",0.063,23074,8
"E01023891","E07000103",0.137,11768,4
"E01023892","E07000103",0.062,23161,8
"E01023893","E07000103",0.048,26561,9
"E01023894","E07000103",0.022,31980,10
"E01023895","E07000103",0.036,29614,10
"E01023896","E07000103",0.037,29248,9
"E01023897","E07000103",0.055,24844,8
"E01023898","E07000103",0.03,30881,10
"E01023899","E07000103",0.097,16836,6
"E01023900","E07000103",0.111,14793,5
"E01023901","E07000103",0.067,22257,7
"E01023902","E07000103",0.062,23200,8
"E01023903","E07000103",0.082,19169,6
"E01023904","E07000103",0.124,13186,5
"E01023905","E07000103",0.092,17586,6
"E01023906","E07000103",0.167,9007,3
"E01023907","E07000103",0.063,23121,8
"E01030862","E07000216",0.082,19242,6
"E01030863","E07000216",0.024,31714,10
"E01030864","E07000216",0.03,30727,10
"E01030865","E07000216",0.085,18742,6
"E01030866","E07000216",0.025,31663,10
"E01030867","E07000216",0.046,27022,9
"E01030868","E07000216",0.046,27162,9
"E01030869","E07000216",0.071,21376,7
"E01030870","E07000216",0.019,32301,10
"E01030871","E07000216",0.056,24736,8
"E01030872","E07000216",0.094,17207,6
"E01030873","E07000216",0.055,25040,8
"E01030874","E07000216",0.014,32657,10
"E01030875","E07000216",0.075,20441,7
"E01030876","E07000216",0.021,32086,10
"E01030877","E07000216",0.085,18754,6
"E01030878","E07000216",0.025,31665,10
"E01030879","E07000216",0.02,32264,10
"E01030880","E07000216",0.039,28770,9
"E01030881","E07000216",0.02,32267,10
"E01030882","E07000216",0.013,32672,10
"E01030883","E07000216",0.037,29255,9
"E01030884","E07000216",0.092,17608,6
"E01030885","E07000216",0.068,21955,7
"E01030886","E07000216",0.047,26817,9
"E01030887","E07000216",0.022,32055,10
"E01030888","E07000216",0.033,30264,10
"E01030889","E07000216",0.119,13862,5
"E01030890","E07000216",0.075,20513,7
"E01030891","E07000216",0.026,31409,10
"E01030892","E07000216",0.036,29656,10
"E01030893","E07000216",0.073,20907,7
"E01030894","E07000216",0.017,32458,10
"E01030895","E07000216",0.112,14669,5
"E01030896","E07000216",0.135,11971,4
"E01030897","E07000216",0.039,28894,9
"E01030898","E07000216",0.022,31989,10
"E01030899","E07000216",0.028,31235,10
"E01030900","E07000216",0.041,28417,9
"E01030901","E07000216",0.18,8063,3
"E01030902","E07000216",0.033,30238,10
"E01030903","E07000216",0.047,26877,9
"E01030904","E07000216",0.079,19788,7
"E01030905","E07000216",0.101,16242,5
"E01030906","E07000216",0.044,27550,9
"E01030907","E07000216",0.027,31270,10
"E01030908","E07000216",0.037,29359,9
"E01030909","E07000216",0.048,26577,9
"E01030910","E07000216",0.042,28177,9
"E01030911","E07000216",0.074,20704,7
"E01030912","E07000216",0.093,17356,6
"E01030913","E07000216",0.124,13244,5
"E01030914","E07000216",0.167,8998,3
"E01030915","E07000216",0.068,21848,7
"E01030916","E07000216",0.079,19812,7
"E01030917","E07000216",0.031,30691,10
"E01030918","E07000216",0.065,22636,7
"E01030919","E07000216",0.011,32757,10
"E01030920","E07000216",0.059,23920,8
"E01030921","E07000216",0.095,17033,6
"E01030922","E07000216",0.028,31169,10
"E01030923","E07000216",0.024,31794,10
"E01030924","E07000216",0.013,32713,10
"E01030925","E07000216",0.024,31813,10
"E01030926","E07000216",0.048,26547,9
"E01030927","E07000216",0.08,19535,6
"E01030928","E07000216",0.085,18752,6
"E01030929","E07000216",0.042,28222,9
"E01030930","E07000216",0.024,31788,10
"E01030931","E07000216",0.036,29482,9
"E01030932","E07000216",0.07,21591,7
"E01030933","E07000216",0.067,22084,7
"E01030934","E07000216",0.046,27015,9
"E01030935","E07000216",0.047,26965,9
"E01030937","E07000216",0.044,27556,9
"E01030938","E07000216",0.105,15651,5
"E01030939","E07000216",0.034,30033,10
"E01030940","E07000216",0.041,28383,9
"E01030941","E07000216",0.019,32332,10
"E01030942","E07000216",0.038,29180,9
"E01030943","E07000216",0.101,16124,5
"E01032626","E07000216",0.032,30477,10
"E01021142","E07000065",0.059,24048,8
"E01021143","E07000065",0.084,18931,6
"E01021144","E07000065",0.021,32105,10
"E01021145","E07000065",0.067,22113,7
"E01021146","E07000065",0.074,20675,7
"E01021147","E07000065",0.039,28722,9
"E01021148","E07000065",0.089,18081,6
"E01021149","E07000065",0.066,22388,7
"E01021150","E07000065",0.047,26973,9
"E01021151","E07000065",0.032,30449,10
"E01021152","E07000065",0.129,12579,4
"E01021153","E07000065",0.052,25682,8
"E01021154","E07000065",0.124,13188,5
"E01021155","E07000065",0.078,19883,7
"E01021156","E07000065",0.065,22512,7
"E01021157","E07000065",0.036,29588,10
"E01021158","E07000065",0.068,21924,7
"E01021159","E07000065",0.038,29187,9
"E01021160","E07000065",0.127,12884,4
"E01021161","E07000065",0.044,27761,9
"E01021162","E07000065",0.022,32016,10
"E01021163","E07000065",0.039,28739,9
"E01021164","E07000065",0.06,23758,8
"E01021165","E07000065",0.034,30012,10
"E01021166","E07000065",0.033,30273,10
"E01021167","E07000065",0.082,19285,6
"E01021168","E07000065",0.044,27755,9
"E01021169","E07000065",0.04,28577,9
"E01021170","E07000065",0.039,28801,9
"E01021171","E07000065",0.044,27715,9
"E01021172","E07000065",0.046,27035,9
"E01021173","E07000065",0.03,30833,10
"E01021174","E07000065",0.08,19447,6
"E01021175","E07000065",0.054,25219,8
"E01021176","E07000065",0.089,18110,6
"E01021177","E07000065",0.159,9750,3
"E01021178","E07000065",0.231,4944,2
"E01021179","E07000065",0.252,3913,2
"E01021180","E07000065",0.068,22034,7
"E01021181","E07000065",0.068,22036,7
"E01021182","E07000065",0.089,18035,6
"E01021183","E07000065",0.233,4868,2
"E01021184","E07000065",0.082,19175,6
"E01021185","E07000065",0.2,6665,3
"E01021186","E07000065",0.053,25487,8
"E01021187","E07000065",0.039,28747,9
"E01021188","E07000065",0.053,25406,8
"E01021189","E07000065",0.037,29391,9
"E01021190","E07000065",0.054,25162,8
"E01021191","E07000065",0.061,23429,8
"E01021192","E07000065",0.037,29372,9
"E01021193","E07000065",0.12,13725,5
"E01021194","E07000065",0.03,30735,10
"E01021195","E07000065",0.099,16492,6
"E01021196","E07000065",0.069,21641,7
"E01021197","E07000065",0.103,15903,5
"E01021198","E07000065",0.092,17531,6
"E01021199","E07000065",0.048,26580,9
"E01021200","E07000065",0.126,12945,4
"E01021201","E07000065",0.056,24686,8
"E01021202","E07000065",0.062,23235,8
"E01021203","E07000065",0.043,27866,9
"E01021204","E07000065",0.09,17876,6
"E01021205","E07000065",0.063,23033,8
"E01021206","E07000065",0.105,15564,5
"E01021207","E07000065",0.131,12398,4
"E01021208","E07000065",0.042,28001,9
"E01021209","E07000065",0.052,25749,8
"E01021210","E07000065",0.029,30930,10
"E01021211","E07000065",0.111,14742,5
"E01021212","E07000065",0.122,13495,5
"E01021213","E07000065",0.131,12412,4
"E01021214","E07000065",0.07,21440,7
"E01021215","E07000065",0.084,18906,6
"E01021216","E07000065",0.14,11508,4
"E01021217","E07000065",0.05,26077,8
"E01021218","E07000065",0.025,31652,10
"E01021219","E07000065",0.015,32583,10
"E01021220","E07000065",0.081,19314,6
"E01021221","E07000065",0.067,22214,7
"E01021222","E07000065",0.086,18455,6
"E01021223","E07000065",0.055,25053,8
"E01021224","E07000065",0.161,9533,3
"E01021225","E07000065",0.071,21239,7
"E01021226","E07000065",0.054,25283,8
"E01021227","E07000065",0.054,25269,8
"E01021228","E07000065",0.032,30404,10
"E01021229","E07000065",0.023,31852,10
"E01021230","E07000065",0.03,30878,10
"E01021231","E07000065",0.093,17401,6
"E01021232","E07000065",0.065,22546,7
"E01021233","E07000065",0.059,23858,8
"E01021234","E07000065",0.044,27646,9
"E01021235","E07000065",0.037,29344,9
"E01021236","E07000065",0.117,14033,5
"E01027309","E07000156",0.05,26260,8
"E01027310","E07000156",0.315,1803,1
"E01027311","E07000156",0.064,22765,7
"E01027312","E07000156",0.181,7990,3
"E01027313","E07000156",0.132,12341,4
"E01027314","E07000156",0.18,8007,3
"E01027315","E07000156",0.132,12295,4
"E01027316","E07000156",0.129,12604,4
"E01027317","E07000156",0.191,7238,3
"E01027318","E07000156",0.307,2024,1
"E01027319","E07000156",0.17,8766,3
"E01027320","E07000156",0.134,12061,4
"E01027321","E07000156",0.048,26540,9
"E01027322","E07000156",0.063,23054,8
"E01027323","E07000156",0.091,17735,6
"E01027324","E07000156",0.036,29566,10
"E01027325","E07000156",0.07,21431,7
"E01027326","E07000156",0.068,22018,7
"E01027327","E07000156",0.166,9127,3
"E01027328","E07000156",0.151,10409,4
"E01027329","E07000156",0.054,25097,8
"E01027330","E07000156",0.173,8591,3
"E01027331","E07000156",0.196,6899,3
"E01027332","E07000156",0.043,27924,9
"E01027333","E07000156",0.041,28479,9
"E01027334","E07000156",0.364,804,1
"E01027335","E07000156",0.07,21562,7
"E01027336","E07000156",0.172,8668,3
"E01027337","E07000156",0.068,22028,7
"E01027338","E07000156",0.059,23983,8
"E01027339","E07000156",0.289,2542,1
"E01027340","E07000156",0.199,6714,3
"E01027341","E07000156",0.247,4161,2
"E01027342","E07000156",0.243,4358,2
"E01027343","E07000156",0.047,26907,9
"E01027344","E07000156",0.062,23186,8
"E01027345","E07000156",0.031,30630,10
"E01027346","E07000156",0.045,27335,9
"E01027347","E07000156",0.038,29008,9
"E01027348","E07000156",0.061,23546,8
"E01027349","E07000156",0.195,6951,3
"E01027350","E07000156",0.114,14384,5
"E01027351","E07000156",0.232,4878,2
"E01027352","E07000156",0.131,12395,4
"E01027353","E07000156",0.045,27451,9
"E01027354","E07000156",0.091,17796,6
"E01027355","E07000156",0.032,30438,10
"E01023908","E07000241",0.035,29727,10
"E01023909","E07000241",0.012,32722,10
"E01023910","E07000241",0.027,31281,10
"E01023911","E07000241",0.051,25893,8
"E01023912","E07000241",0.045,27493,9
"E01023913","E07000241",0.127,12931,4
"E01023914","E07000241",0.14,11403,4
"E01023915","E07000241",0.109,15113,5
"E01023916","E07000241",0.091,17677,6
"E01023917","E07000241",0.061,23356,8
"E01023918","E07000241",0.086,18497,6
"E01023919","E07000241",0.035,29807,10
"E01023920","E07000241",0.176,8349,3
"E01023921","E07000241",0.108,15163,5
"E01023922","E07000241",0.108,15260,5
"E01023923","E07000241",0.077,20137,7
"E01023924","E07000241",0.146,10857,4
"E01023925","E07000241",0.135,11972,4
"E01023926","E07000241",0.027,31334,10
"E01023927","E07000241",0.115,14324,5
"E01023929","E07000241",0.113,14583,5
"E01023930","E07000241",0.143,11198,4
"E01023932","E07000241",0.079,19678,6
"E01023933","E07000241",0.128,12766,4
"E01023934","E07000241",0.084,18962,6
"E01023935","E07000241",0.069,21672,7
"E01023936","E07000241",0.105,15652,5
"E01023937","E07000241",0.095,17168,6
"E01023938","E07000241",0.02,32222,10
"E01023939","E07000241",0.135,11982,4
"E01023940","E07000241",0.095,17120,6
"E01023941","E07000241",0.125,13100,4
"E01023942","E07000241",0.087,18359,6
"E01023943","E07000241",0.106,15426,5
"E01023944","E07000241",0.09,17908,6
"E01023945","E07000241",0.105,15654,5
"E01023946","E07000241",0.075,20563,7
"E01023947","E07000241",0.064,22848,7
"E01023948","E07000241",0.032,30384,10
"E01023949","E07000241",0.017,32435,10
"E01023950","E07000241",0.043,27848,9
"E01023951","E07000241",0.166,9123,3
"E01023952","E07000241",0.122,13453,5
"E01023953","E07000241",0.031,30647,10
"E01023954","E07000241",0.205,6333,2
"E01023955","E07000241",0.161,9532,3
"E01023956","E07000241",0.147,10755,4
"E01023957","E07000241",0.165,9185,3
"E01023958","E07000241",0.212,5990,2
"E01023959","E07000241",0.008,32822,10
"E01023960","E07000241",0.089,18044,6
"E01023961","E07000241",0.104,15764,5
"E01023962","E07000241",0.052,25578,8
"E01023963","E07000241",0.096,16953,6
"E01023964","E07000241",0.041,28253,9
"E01023965","E07000241",0.015,32575,10
"E01023966","E07000241",0.032,30372,10
"E01023967","E07000241",0.057,24417,8
"E01023968","E07000241",0.037,29235,9
"E01023969","E07000241",0.06,23742,8
"E01023970","E07000241",0.106,15493,5
"E01023971","E07000241",0.019,32289,10
"E01033308","E07000241",0.056,24709,8
"E01033310","E07000241",0.066,22427,7
"E01033311","E07000241",0.104,15815,5
"E01033313","E07000241",0.037,29251,9
"E01033314","E07000241",0.062,23180,8
"E01016254","E06000037",0.108,15201,5
"E01016255","E06000037",0.04,28528,9
"E01016256","E06000037",0.04,28681,9
"E01016257","E06000037",0.024,31803,10
"E01016258","E06000037",0.049,26488,9
"E01016259","E06000037",0.037,29341,9
"E01016260","E06000037",0.03,30806,10
"E01016261","E06000037",0.03,30848,10
"E01016262","E06000037",0.03,30896,10
"E01016263","E06000037",0.04,28572,9
"E01016264","E06000037",0.018,32359,10
"E01016265","E06000037",0.044,27714,9
"E01016266","E06000037",0.05,26184,8
"E01016267","E06000037",0.021,32133,10
"E01016268","E06000037",0.124,13182,5
"E01016269","E06000037",0.045,27443,9
"E01016270","E06000037",0.034,29958,10
"E01016271","E06000037",0.122,13459,5
"E01016272","E06000037",0.038,29107,9
"E01016273","E06000037",0.174,8503,3
"E01016274","E06000037",0.074,20633,7
"E01016275","E06000037",0.082,19137,6
"E01016276","E06000037",0.041,28467,9
"E01016277","E06000037",0.041,28311,9
"E01016278","E06000037",0.009,32813,10
"E01016279","E06000037",0.109,15057,5
"E01016280","E06000037",0.12,13657,5
"E01016281","E06000037",0.054,25142,8
"E01016282","E06000037",0.042,28065,9
"E01016283","E06000037",0.027,31355,10
"E01016284","E06000037",0.052,25767,8
"E01016285","E06000037",0.04,28508,9
"E01016286","E06000037",0.055,24942,8
"E01016287","E06000037",0.04,28613,9
"E01016288","E06000037",0.056,24633,8
"E01016289","E06000037",0.031,30657,10
"E01016290","E06000037",0.031,30589,10
"E01016291","E06000037",0.034,29992,10
"E01016292","E06000037",0.065,22528,7
"E01016293","E06000037",0.076,20328,7
"E01016294","E06000037",0.029,31030,10
"E01016295","E06000037",0.231,4941,2
"E01016296","E06000037",0.088,18201,6
"E01016297","E06000037",0.119,13746,5
"E01016298","E06000037",0.06,23846,8
"E01016299","E06000037",0.069,21750,7
"E01016300","E06000037",0.064,22773,7
"E01016301","E06000037",0.043,27988,9
"E01016302","E06000037",0.032,30475,10
"E01016303","E06000037",0.04,28606,9
"E01016304","E06000037",0.087,18381,6
"E01016305","E06000037",0.091,17681,6
"E01016306","E06000037",0.1,16283,5
"E01016307","E06000037",0.096,16980,6
"E01016308","E06000037",0.04,28571,9
"E01016309","E06000037",0.068,22046,7
"E01016310","E06000037",0.099,16400,5
"E01016311","E06000037",0.042,28048,9
"E01016312","E06000037",0.096,17003,6
"E01016313","E06000037",0.064,22754,7
"E01016314","E06000037",0.027,31296,10
"E01016315","E06000037",0.028,31230,10
"E01016316","E06000037",0.038,29117,9
"E01016317","E06000037",0.105,15669,5
"E01016318","E06000037",0.038,29084,9
"E01016319","E06000037",0.104,15750,5
"E01016320","E06000037",0.071,21353,7
"E01016321","E06000037",0.087,18340,6
"E01016322","E06000037",0.015,32574,10
"E01016323","E06000037",0.047,26840,9
"E01016324","E06000037",0.05,26180,8
"E01016325","E06000037",0.12,13656,5
"E01016326","E06000037",0.041,28303,9
"E01016327","E06000037",0.038,29181,9
"E01016328","E06000037",0.071,21204,7
"E01016329","E06000037",0.028,31233,10
"E01016330","E06000037",0.06,23623,8
"E01016331","E06000037",0.111,14746,5
"E01016332","E06000037",0.111,14877,5
"E01016333","E06000037",0.036,29531,9
"E01016334","E06000037",0.071,21205,7
"E01016335","E06000037",0.035,29730,10
"E01016336","E06000037",0.196,6893,3
"E01016337","E06000037",0.072,21176,7
"E01016338","E06000037",0.029,30935,10
"E01016339","E06000037",0.069,21617,7
"E01016340","E06000037",0.09,17952,6
"E01016341","E06000037",0.073,20881,7
"E01016342","E06000037",0.042,28100,9
"E01016343","E06000037",0.034,29903,10
"E01016344","E06000037",0.108,15216,5
"E01016345","E06000037",0.053,25492,8
"E01016346","E06000037",0.143,11179,4
"E01016347","E06000037",0.105,15621,5
"E01016348","E06000037",0.078,19865,7
"E01016349","E06000037",0.021,32143,10
"E01016350","E06000037",0.025,31590,10
"E01020312","E07000047",0.075,20462,7
"E01020313","E07000047",0.192,7194,3
"E01020314","E07000047",0.07,21553,7
"E01020315","E07000047",0.098,16660,6
