"lsoa11cd","lad19cd","income_score","income_rank","income_decile"
"E01011293","E08000035",0.276,2980,1
"E01011294","E08000035",0.386,537,1
"E01011295","E08000035",0.222,5400,2
"E01011296","E08000035",0.052,25559,8
"E01011297","E08000035",0.042,28165,9
"E01011298","E08000035",0.16,9666,3
"E01011299","E08000035",0.075,20384,7
"E01011300","E08000035",0.109,15119,5
"E01011301","E08000035",0.031,30559,10
"E01011302","E08000035",0.047,26821,9
"E01011303","E08000035",0.119,13775,5
"E01011304","E08000035",0.161,9593,3
"E01011305","E08000035",0.063,22966,7
"E01011306","E08000035",0.03,30729,10
"E01011307","E08000035",0.165,9208,3
"E01011308","E08000035",0.076,20338,7
"E01011309","E08000035",0.06,23618,8
"E01011310","E08000035",0.055,24944,8
"E01011311","E08000035",0.018,32362,10
"E01011312","E08000035",0.371,688,1
"E01011313","E08000035",0.173,8604,3
"E01011314","E08000035",0.14,11446,4
"E01011315","E08000035",0.167,9012,3
"E01011316","E08000035",0.266,3361,2
"E01011317","E08000035",0.317,1744,1
"E01011318","E08000035",0.356,934,1
"E01011319","E08000035",0.165,9226,3
"E01011320","E08000035",0.107,15384,5
"E01011321","E08000035",0.235,4762,2
"E01011322","E08000035",0.158,9788,3
"E01011323","E08000035",0.164,9335,3
"E01011324","E08000035",0.26,3592,2
"E01011325","E08000035",0.153,10261,4
"E01011326","E08000035",0.32,1664,1
"E01011327","E08000035",0.19,7295,3
"E01011328","E08000035",0.193,7124,3
"E01011329","E08000035",0.057,24341,8
"E01011330","E08000035",0.184,7769,3
"E01011331","E08000035",0.13,12546,4
"E01011332","E08000035",0.309,1977,1
"E01011333","E08000035",0.177,8281,3
"E01011334","E08000035",0.174,8502,3
"E01011335","E08000035",0.136,11906,4
"E01011336","E08000035",0.284,2742,1
"E01011337","E08000035",0.36,875,1
"E01011338","E08000035",0.35,1030,1
"E01011339","E08000035",0.237,4666,2
"E01011340","E08000035",0.282,2797,1
"E01011341","E08000035",0.174,8473,3
"E01011342","E08000035",0.344,1117,1
"E01011343","E08000035",0.162,9489,3
"E01011344","E08000035",0.357,914,1
"E01011345","E08000035",0.246,4216,2
"E01011346","E08000035",0.314,1839,1
"E01011347","E08000035",0.403,371,1
"E01011348","E08000035",0.382,571,1
"E01011349","E08000035",0.302,2143,1
"E01011350","E08000035",0.052,25634,8
"E01011351","E08000035",0.08,19479,6
"E01011352","E08000035",0.106,15540,5
"E01011353","E08000035",0.037,29316,9
"E01011354","E08000035",0.295,2352,1
"E01011355","E08000035",0.225,5248,2
"E01011356","E08000035",0.127,12849,4
"E01011357","E08000035",0.342,1178,1
"E01011358","E08000035",0.26,3608,2
"E01011359","E08000035",0.168,8948,3
"E01011360","E08000035",0.302,2130,1
"E01011361","E08000035",0.357,919,1
"E01011362","E08000035",0.27,3240,1
"E01011363","E08000035",0.409,330,1
"E01011364","E08000035",0.264,3435,2
"E01011366","E08000035",0.349,1034,1
"E01011368","E08000035",0.399,403,1
"E01011369","E08000035",0.18,8055,3
"E01011370","E08000035",0.227,5148,2
"E01011371","E08000035",0.345,1114,1
"E01011372","E08000035",0.45,139,1
"E01011373","E08000035",0.317,1740,1
"E01011374","E08000035",0.254,3840,2
"E01011375","E08000035",0.39,497,1
"E01011376","E08000035",0.025,31627,10
"E01011377","E08000035",0.034,30091,10
"E01011378","E08000035",0.251,3959,2
"E01011379","E08000035",0.209,6168,2
"E01011380","E08000035",0.046,27137,9
"E01011381","E08000035",0.056,24601,8
"E01011382","E08000035",0.023,31889,10
"E01011383","E08000035",0.095,17152,6
"E01011384","E08000035",0.108,15214,5
"E01011385","E08000035",0.061,23536,8
"E01011386","E08000035",0.036,29535,9
"E01011388","E08000035",0.106,15522,5
"E01011390","E08000035",0.134,12109,4
"E01011391","E08000035",0.096,16870,6
"E01011392","E08000035",0.09,17967,6
"E01011393","E08000035",0.053,25390,8
"E01011394","E08000035",0.079,19778,7
"E01011395","E08000035",0.123,13324,5
"E01011396","E08000035",0.093,17494,6
"E01011397","E08000035",0.058,24270,8
"E01011398","E08000035",0.03,30768,10
"E01011399","E08000035",0.078,19903,7
"E01011400","E08000035",0.121,13570,5
"E01011401","E08000035",0.038,29017,9
"E01011402","E08000035",0.068,22001,7
"E01011403","E08000035",0.073,20898,7
"E01011404","E08000035",0.034,30028,10
"E01011405","E08000035",0.05,26214,8
"E01011406","E08000035",0.044,27548,9
"E01011407","E08000035",0.082,19187,6
"E01011408","E08000035",0.078,19967,7
"E01011409","E08000035",0.101,16184,5
"E01011410","E08000035",0.038,29102,9
"E01011411","E08000035",0.034,29943,10
"E01011412","E08000035",0.054,25239,8
"E01011413","E08000035",0.059,23857,8
"E01011414","E08000035",0.054,25237,8
"E01011415","E08000035",0.072,21185,7
"E01011416","E08000035",0.062,23328,8
"E01011417","E08000035",0.076,20312,7
"E01011418","E08000035",0.058,24093,8
"E01011419","E08000035",0.027,31250,10
"E01011420","E08000035",0.045,27452,9
"E01011421","E08000035",0.205,6332,2
"E01011422","E08000035",0.261,3540,2
"E01011423","E08000035",0.276,3026,1
"E01011424","E08000035",0.205,6380,2
"E01011425","E08000035",0.099,16540,6
"E01011426","E08000035",0.339,1230,1
"E01011427","E08000035",0.345,1116,1
"E01011428","E08000035",0.225,5222,2
"E01011429","E08000035",0.326,1520,1
"E01011430","E08000035",0.266,3353,2
"E01011431","E08000035",0.295,2364,1
"E01011432","E08000035",0.334,1339,1
"E01011433","E08000035",0.366,767,1
"E01011434","E08000035",0.342,1176,1
"E01011435","E08000035",0.023,31942,10
"E01011440","E08000035",0.044,27630,9
"E01011441","E08000035",0.08,19652,6
"E01011442","E08000035",0.045,27497,9
"E01011443","E08000035",0.053,25476,8
"E01011444","E08000035",0.074,20746,7
"E01011445","E08000035",0.036,29630,10
"E01011446","E08000035",0.057,24542,8
"E01011447","E08000035",0.085,18685,6
"E01011448","E08000035",0.153,10231,4
"E01011449","E08000035",0.143,11110,4
"E01011450","E08000035",0.232,4898,2
"E01011451","E08000035",0.036,29562,10
"E01011452","E08000035",0.023,31883,10
"E01011453","E08000035",0.04,28707,9
"E01011454","E08000035",0.033,30187,10
"E01011455","E08000035",0.016,32494,10
"E01011456","E08000035",0.022,32051,10
"E01011457","E08000035",0.031,30576,10
"E01011458","E08000035",0.029,31055,10
"E01011459","E08000035",0.054,25208,8
"E01011460","E08000035",0.085,18626,6
"E01011461","E08000035",0.018,32365,10
"E01011462","E08000035",0.153,10219,4
"E01011463","E08000035",0.165,9234,3
"E01011464","E08000035",0.041,28241,9
"E01011465","E08000035",0.121,13518,5
"E01011466","E08000035",0.249,4068,2
"E01011467","E08000035",0.252,3911,2
"E01011468","E08000035",0.314,1818,1
"E01011469","E08000035",0.125,13099,4
"E01011470","E08000035",0.216,5754,2
"E01011471","E08000035",0.337,1274,1
"E01011472","E08000035",0.339,1232,1
"E01011473","E08000035",0.366,772,1
"E01011474","E08000035",0.37,705,1
"E01011475","E08000035",0.291,2479,1
"E01011476","E08000035",0.317,1755,1
"E01011477","E08000035",0.15,10518,4
"E01011478","E08000035",0.146,10828,4
"E01011479","E08000035",0.071,21297,7
"E01011480","E08000035",0.057,24348,8
"E01011481","E08000035",0.166,9098,3
"E01011482","E08000035",0.1,16327,5
"E01011483","E08000035",0.235,4746,2
"E01011484","E08000035",0.287,2625,1
"E01011485","E08000035",0.22,5528,2
"E01011488","E08000035",0.18,8014,3
"E01011489","E08000035",0.18,8056,3
"E01011490","E08000035",0.086,18474,6
"E01011491","E08000035",0.318,1709,1
"E01011492","E08000035",0.348,1060,1
"E01011493","E08000035",0.342,1172,1
"E01011494","E08000035",0.292,2455,1
"E01011496","E08000035",0.035,29706,10
"E01011497","E08000035",0.356,936,1
"E01011499","E08000035",0.108,15272,5
"E01011500","E08000035",0.087,18313,6
"E01011502","E08000035",0.179,8141,3
"E01011504","E08000035",0.297,2288,1
"E01011505","E08000035",0.104,15743,5
"E01011506","E08000035",0.091,17679,6
"E01011507","E08000035",0.065,22673,7
"E01011508","E08000035",0.061,23376,8
"E01011509","E08000035",0.096,16860,6
"E01011510","E08000035",0.293,2419,1
"E01011511","E08000035",0.101,16105,5
"E01011512","E08000035",0.084,18857,6
"E01011513","E08000035",0.06,23656,8
"E01011514","E08000035",0.048,26571,9
"E01011515","E08000035",0.045,27500,9
"E01011516","E08000035",0.048,26635,9
"E01011517","E08000035",0.114,14477,5
"E01011518","E08000035",0.089,18046,6
"E01011519","E08000035",0.162,9480,3
"E01011520","E08000035",0.052,25743,8
"E01011521","E08000035",0.075,20449,7
"E01011522","E08000035",0.037,29342,9
"E01011523","E08000035",0.182,7919,3
"E01011524","E08000035",0.078,19964,7
"E01011525","E08000035",0.082,19173,6
"E01011526","E08000035",0.032,30408,10
"E01011527","E08000035",0.045,27334,9
"E01011528","E08000035",0.045,27361,9
"E01011529","E08000035",0.154,10154,4
"E01011530","E08000035",0.072,21059,7
"E01011531","E08000035",0.067,22172,7
"E01011532","E08000035",0.188,7462,3
"E01011533","E08000035",0.14,11489,4
"E01011534","E08000035",0.078,19897,7
"E01011535","E08000035",0.043,27887,9
"E01011536","E08000035",0.056,24593,8
"E01011537","E08000035",0.107,15321,5
"E01011538","E08000035",0.193,7142,3
"E01011540","E08000035",0.229,5052,2
"E01011541","E08000035",0.163,9419,3
"E01011545","E08000035",0.112,14659,5
"E01011546","E08000035",0.153,10257,4
"E01011547","E08000035",0.175,8378,3
"E01011548","E08000035",0.069,21690,7
"E01011549","E08000035",0.017,32460,10
"E01011550","E08000035",0.049,26409,9
"E01011551","E08000035",0.097,16709,6
"E01011552","E08000035",0.222,5405,2
"E01011553","E08000035",0.055,24879,8
"E01011554","E08000035",0.028,31179,10
"E01011555","E08000035",0.051,25938,8
"E01011556","E08000035",0.086,18585,6
"E01011557","E08000035",0.064,22724,7
"E01011558","E08000035",0.255,3796,2
"E01011559","E08000035",0.277,2951,1
"E01011560","E08000035",0.245,4273,2
"E01011561","E08000035",0.037,29309,9
"E01011562","E08000035",0.029,30976,10
"E01011563","E08000035",0.02,32253,10
"E01011564","E08000035",0.023,31844,10
"E01011565","E08000035",0.047,26938,9
"E01011566","E08000035",0.063,23099,8
"E01011567","E08000035",0.048,26736,9
"E01011568","E08000035",0.059,23978,8
"E01011569","E08000035",0.064,22744,7
"E01011570","E08000035",0.048,26671,9
"E01011571","E08000035",0.077,20096,7
"E01011572","E08000035",0.039,28797,9
"E01011573","E08000035",0.064,22828,7
"E01011574","E08000035",0.087,18426,6
"E01011576","E08000035",0.03,30750,10
"E01011578","E08000035",0.091,17671,6
"E01011579","E08000035",0.062,23226,8
"E01011580","E08000035",0.039,28814,9
"E01011581","E08000035",0.067,22183,7
"E01011582","E08000035",0.189,7402,3
"E01011583","E08000035",0.066,22421,7
"E01011584","E08000035",0.053,25347,8
"E01011585","E08000035",0.134,12087,4
"E01011586","E08000035",0.11,14898,5
"E01011587","E08000035",0.056,24660,8
"E01011588","E08000035",0.067,22211,7
"E01011589","E08000035",0.049,26449,9
"E01011590","E08000035",0.044,27641,9
"E01011591","E08000035",0.057,24383,8
"E01011592","E08000035",0.089,18076,6
"E01011593","E08000035",0.026,31489,10
"E01011594","E08000035",0.167,9004,3
"E01011595","E08000035",0.074,20663,7
"E01011596","E08000035",0.036,29495,9
"E01011597","E08000035",0.155,10072,4
"E01011598","E08000035",0.048,26757,9
"E01011599","E08000035",0.078,19903,7
"E01011600","E08000035",0.086,18567,6
"E01011601","E08000035",0.142,11304,4
"E01011602","E08000035",0.106,15472,5
"E01011603","E08000035",0.052,25612,8
"E01011604","E08000035",0.074,20761,7
"E01011605","E08000035",0.053,25403,8
"E01011606","E08000035",0.139,11586,4
"E01011607","E08000035",0.101,16175,5
"E01011608","E08000035",0.16,9622,3
"E01011609","E08000035",0.175,8446,3
"E01011610","E08000035",0.08,19471,6
"E01011611","E08000035",0.254,3853,2
"E01011612","E08000035",0.154,10113,4
"E01011613","E08000035",0.162,9456,3
"E01011614","E08000035",0.07,21492,7
"E01011615","E08000035",0.164,9281,3
"E01011616","E08000035",0.307,2008,1
"E01011617","E08000035",0.287,2633,1
"E01011618","E08000035",0.298,2270,1
"E01011620","E08000035",0.296,2337,1
"E01011621","E08000035",0.291,2509,1
"E01011622","E08000035",0.385,543,1
"E01011623","E08000035",0.386,535,1
"E01011624","E08000035",0.402,385,1
"E01011625","E08000035",0.459,115,1
"E01011626","E08000035",0.349,1036,1
"E01011627","E08000035",0.173,8569,3
"E01011628","E08000035",0.039,28944,9
"E01011629","E08000035",0.121,13618,5
"E01011630","E08000035",0.049,26353,9
"E01011632","E08000035",0.255,3794,2
"E01011633","E08000035",0.082,19239,6
"E01011634","E08000035",0.118,13879,5
"E01011635","E08000035",0.092,17561,6
"E01011636","E08000035",0.08,19530,6
"E01011637","E08000035",0.059,24072,8
"E01011638","E08000035",0.073,20955,7
"E01011639","E08000035",0.2,6701,3
"E01011641","E08000035",0.039,28741,9
"E01011642","E08000035",0.07,21559,7
"E01011643","E08000035",0.062,23209,8
"E01011644","E08000035",0.132,12312,4
"E01011645","E08000035",0.053,25378,8
"E01011646","E08000035",0.083,19119,6
"E01011647","E08000035",0.153,10209,4
"E01011648","E08000035",0.106,15411,5
"E01011649","E08000035",0.015,32560,10
"E01011650","E08000035",0.059,24004,8
"E01011651","E08000035",0.109,15026,5
"E01011652","E08000035",0.076,20287,7
"E01011653","E08000035",0.056,24652,8
"E01011654","E08000035",0.025,31550,10
"E01011655","E08000035",0.053,25319,8
"E01011656","E08000035",0.257,3718,2
"E01011657","E08000035",0.286,2696,1
"E01011658","E08000035",0.4,401,1
"E01011659","E08000035",0.319,1682,1
"E01011660","E08000035",0.307,2013,1
"E01011661","E08000035",0.33,1436,1
"E01011662","E08000035",0.431,198,1
"E01011663","E08000035",0.356,929,1
"E01011664","E08000035",0.316,1771,1
"E01011665","E08000035",0.227,5131,2
"E01011666","E08000035",0.071,21311,7
"E01011667","E08000035",0.431,197,1
"E01011668","E08000035",0.113,14518,5
"E01011669","E08000035",0.108,15253,5
"E01011670","E08000035",0.185,7665,3
"E01011671","E08000035",0.312,1900,1
"E01011673","E08000035",0.312,1887,1
"E01011677","E08000035",0.376,649,1
"E01011678","E08000035",0.035,29709,10
"E01011681","E08000035",0.22,5524,2
"E01011684","E08000035",0.089,18031,6
"E01011685","E08000035",0.036,29462,9
"E01011686","E08000035",0.283,2781,1
"E01011687","E08000035",0.077,20125,7
"E01011688","E08000035",0.117,14098,5
"E01011689","E08000035",0.099,16463,6
"E01011690","E08000035",0.037,29440,9
"E01011691","E08000035",0.203,6466,2
"E01011692","E08000035",0.049,26422,9
"E01011693","E08000035",0.065,22513,7
"E01011694","E08000035",0.048,26673,9
"E01011695","E08000035",0.251,3968,2
"E01011696","E08000035",0.031,30557,10
"E01011697","E08000035",0.08,19469,6
"E01011698","E08000035",0.049,26410,9
"E01011699","E08000035",0.027,31368,10
"E01011700","E08000035",0.05,26053,8
"E01011701","E08000035",0.037,29310,9
"E01011702","E08000035",0.016,32526,10
"E01011703","E08000035",0.009,32803,10
"E01011704","E08000035",0.078,19839,7
"E01011705","E08000035",0.131,12371,4
"E01011706","E08000035",0.021,32136,10
"E01011707","E08000035",0.073,20880,7
"E01011708","E08000035",0.044,27532,9
"E01011709","E08000035",0.049,26471,9
"E01011710","E08000035",0.045,27282,9
"E01011711","E08000035",0.048,26736,9
"E01011712","E08000035",0.058,24161,8
"E01011713","E08000035",0.028,31227,10
"E01011714","E08000035",0.06,23719,8
"E01011715","E08000035",0.035,29772,10
"E01011716","E08000035",0.07,21490,7
"E01011717","E08000035",0.15,10487,4
"E01011718","E08000035",0.191,7212,3
"E01011719","E08000035",0.065,22648,7
"E01011720","E08000035",0.243,4338,2
"E01011721","E08000035",0.279,2905,1
"E01011722","E08000035",0.155,10073,4
"E01011723","E08000035",0.302,2149,1
"E01011724","E08000035",0.196,6922,3
"E01011725","E08000035",0.33,1425,1
"E01011726","E08000035",0.231,4921,2
"E01011727","E08000035",0.089,18116,6
"E01011728","E08000035",0.071,21255,7
"E01011729","E08000035",0.269,3247,1
"E01011730","E08000035",0.265,3419,2
"E01011731","E08000035",0.084,18866,6
"E01011732","E08000035",0.095,17175,6
"E01011733","E08000035",0.087,18382,6
"E01011734","E08000035",0.064,22720,7
"E01011735","E08000035",0.32,1672,1
"E01011736","E08000035",0.093,17382,6
"E01011737","E08000035",0.224,5294,2
"E01011738","E08000035",0.074,20662,7
"E01011739","E08000035",0.291,2484,1
"E01032487","E08000035",0.254,3831,2
"E01032488","E08000035",0.067,22125,7
"E01032489","E08000035",0.117,14053,5
"E01032490","E08000035",0.032,30413,10
"E01032491","E08000035",0.037,29392,9
"E01032492","E08000035",0.216,5738,2
"E01032493","E08000035",0.067,22204,7
"E01032494","E08000035",0.279,2922,1
"E01032495","E08000035",0.093,17512,6
"E01032496","E08000035",0.072,21057,7
"E01032497","E08000035",0.261,3558,2
"E01032498","E08000035",0.136,11918,4
"E01032499","E08000035",0.07,21483,7
"E01032500","E08000035",0.248,4105,2
"E01032501","E08000035",0.055,24837,8
"E01032502","E08000035",0.224,5274,2
"E01032503","E08000035",0.024,31711,10
"E01032504","E08000035",0.018,32402,10
"E01032606","E08000035",0.157,9889,4
"E01032607","E08000035",0.225,5252,2
"E01032608","E08000035",0.19,7297,3
"E01032876","E08000035",0.024,31698,10
"E01032945","E08000035",0.039,28730,9
"E01032946","E08000035",0.049,26325,9
"E01033002","E08000035",0.146,10842,4
"E01033003","E08000035",0.278,2938,1
"E01033005","E08000035",0.116,14181,5
"E01033006","E08000035",0.049,26337,9
"E01033008","E08000035",0.011,32753,10
"E01033010","E08000035",0.013,32703,10
"E01033011","E08000035",0.048,26548,9
"E01033013","E08000035",0.194,7029,3
"E01033015","E08000035",0.013,32699,10
"E01033016","E08000035",0.032,30337,10
"E01033018","E08000035",0.011,32763,10
"E01033019","E08000035",0.011,32759,10
"E01033021","E08000035",0.229,5053,2
"E01033031","E08000035",0.207,6247,2
"E01033032","E08000035",0.088,18233,6
"E01033033","E08000035",0.052,25720,8
"E01033034","E08000035",0.016,32530,10
"E01033035","E08000035",0.385,539,1
"E01013600","E06000016",0.326,1524,1
"E01013601","E06000016",0.283,2788,1
"E01013602","E06000016",0.301,2160,1
"E01013603","E06000016",0.359,882,1
"E01013604","E06000016",0.248,4152,2
"E01013605","E06000016",0.181,7981,3
"E01013606","E06000016",0.108,15168,5
"E01013607","E06000016",0.114,14374,5
"E01013608","E06000016",0.088,18158,6
"E01013609","E06000016",0.097,16707,6
"E01013610","E06000016",0.224,5302,2
"E01013611","E06000016",0.167,8995,3
"E01013612","E06000016",0.101,16123,5
"E01013613","E06000016",0.181,7946,3
"E01013614","E06000016",0.165,9199,3
"E01013615","E06000016",0.07,21444,7
"E01013616","E06000016",0.152,10351,4
"E01013617","E06000016",0.144,11092,4
"E01013618","E06000016",0.179,8074,3
"E01013619","E06000016",0.367,755,1
"E01013620","E06000016",0.377,624,1
"E01013621","E06000016",0.362,842,1
"E01013622","E06000016",0.36,861,1
"E01013623","E06000016",0.118,13973,5
"E01013624","E06000016",0.247,4167,2
"E01013625","E06000016",0.217,5696,2
"E01013626","E06000016",0.249,4089,2
"E01013627","E06000016",0.11,14910,5
"E01013628","E06000016",0.304,2085,1
"E01013629","E06000016",0.194,7042,3
"E01013630","E06000016",0.188,7461,3
"E01013631","E06000016",0.208,6188,2
"E01013632","E06000016",0.376,632,1
"E01013633","E06000016",0.264,3429,2
"E01013634","E06000016",0.287,2613,1
"E01013635","E06000016",0.141,11337,4
"E01013636","E06000016",0.069,21779,7
"E01013637","E06000016",0.272,3150,1
"E01013638","E06000016",0.42,250,1
"E01013639","E06000016",0.244,4297,2
"E01013640","E06000016",0.373,677,1
"E01013641","E06000016",0.144,11055,4
"E01013642","E06000016",0.063,23080,8
"E01013643","E06000016",0.056,24719,8
"E01013646","E06000016",0.169,8874,3
"E01013647","E06000016",0.16,9596,3
"E01013648","E06000016",0.091,17791,6
"E01013649","E06000016",0.075,20436,7
"E01013650","E06000016",0.027,31379,10
"E01013651","E06000016",0.309,1963,1
"E01013652","E06000016",0.343,1152,1
"E01013653","E06000016",0.34,1203,1
"E01013654","E06000016",0.293,2433,1
"E01013655","E06000016",0.198,6789,3
"E01013656","E06000016",0.175,8448,3
"E01013657","E06000016",0.281,2852,1
"E01013658","E06000016",0.168,8980,3
"E01013659","E06000016",0.223,5343,2
"E01013660","E06000016",0.187,7567,3
"E01013661","E06000016",0.304,2105,1
"E01013662","E06000016",0.175,8383,3
"E01013663","E06000016",0.147,10750,4
"E01013664","E06000016",0.291,2508,1
"E01013665","E06000016",0.149,10600,4
"E01013666","E06000016",0.088,18257,6
"E01013667","E06000016",0.218,5641,2
"E01013668","E06000016",0.12,13737,5
"E01013669","E06000016",0.087,18304,6
"E01013670","E06000016",0.096,16921,6
"E01013671","E06000016",0.131,12415,4
"E01013672","E06000016",0.098,16567,6
"E01013673","E06000016",0.273,3111,1
"E01013674","E06000016",0.313,1844,1
"E01013675","E06000016",0.284,2736,1
"E01013676","E06000016",0.25,3994,2
"E01013677","E06000016",0.283,2774,1
"E01013678","E06000016",0.214,5885,2
"E01013679","E06000016",0.336,1282,1
"E01013680","E06000016",0.094,17329,6
"E01013681","E06000016",0.214,5891,2
"E01013682","E06000016",0.189,7354,3
"E01013683","E06000016",0.201,6623,3
"E01013684","E06000016",0.269,3245,1
"E01013685","E06000016",0.06,23741,8
"E01013686","E06000016",0.092,17606,6
"E01013687","E06000016",0.178,8190,3
"E01013688","E06000016",0.265,3411,2
"E01013689","E06000016",0.09,17972,6
"E01013690","E06000016",0.168,8974,3
"E01013691","E06000016",0.413,297,1
"E01013692","E06000016",0.425,223,1
"E01013693","E06000016",0.426,217,1
"E01013694","E06000016",0.281,2825,1
"E01013695","E06000016",0.25,4024,2
"E01013696","E06000016",0.167,9027,3
"E01013697","E06000016",0.175,8443,3
"E01013698","E06000016",0.195,6989,3
"E01013699","E06000016",0.125,13065,4
"E01013700","E06000016",0.127,12844,4
"E01013702","E06000016",0.061,23360,8
"E01013703","E06000016",0.038,28990,9
"E01013704","E06000016",0.045,27357,9
"E01013705","E06000016",0.16,9644,3
"E01013706","E06000016",0.034,30051,10
"E01013707","E06000016",0.054,25058,8
"E01013709","E06000016",0.097,16780,6
"E01013710","E06000016",0.092,17537,6
"E01013711","E06000016",0.144,11073,4
"E01013712","E06000016",0.063,23029,8
"E01013713","E06000016",0.182,7864,3
"E01013714","E06000016",0.181,7969,3
"E01013715","E06000016",0.197,6834,3
"E01013716","E06000016",0.294,2411,1
"E01013717","E06000016",0.177,8251,3
"E01013718","E06000016",0.207,6248,2
"E01013719","E06000016",0.229,5060,2
"E01013720","E06000016",0.376,651,1
"E01013721","E06000016",0.214,5878,2
"E01013722","E06000016",0.315,1808,1
"E01013723","E06000016",0.288,2600,1
"E01013725","E06000016",0.4,396,1
"E01013726","E06000016",0.438,177,1
"E01013727","E06000016",0.303,2128,1
"E01013728","E06000016",0.347,1069,1
"E01013729","E06000016",0.145,10930,4
"E01013730","E06000016",0.38,593,1
"E01013731","E06000016",0.21,6113,2
"E01013732","E06000016",0.188,7442,3
"E01013733","E06000016",0.111,14796,5
"E01013734","E06000016",0.169,8871,3
"E01013735","E06000016",0.121,13526,5
"E01013736","E06000016",0.112,14679,5
"E01013737","E06000016",0.14,11477,4
"E01013738","E06000016",0.106,15541,5
"E01013739","E06000016",0.22,5506,2
"E01013740","E06000016",0.156,9984,4
"E01013741","E06000016",0.153,10188,4
"E01013742","E06000016",0.276,2997,1
"E01013743","E06000016",0.232,4891,2
"E01013744","E06000016",0.224,5263,2
"E01013745","E06000016",0.241,4469,2
"E01013746","E06000016",0.349,1043,1
"E01013747","E06000016",0.181,7935,3
"E01013748","E06000016",0.382,569,1
"E01013749","E06000016",0.181,7989,3
"E01013750","E06000016",0.215,5817,2
"E01013751","E06000016",0.213,5904,2
"E01013752","E06000016",0.296,2334,1
"E01013753","E06000016",0.256,3747,2
"E01013754","E06000016",0.357,916,1
"E01013755","E06000016",0.338,1247,1
"E01013756","E06000016",0.146,10817,4
"E01013757","E06000016",0.149,10620,4
"E01013758","E06000016",0.166,9104,3
"E01013759","E06000016",0.14,11439,4
"E01013760","E06000016",0.201,6606,3
"E01013761","E06000016",0.305,2062,1
"E01013762","E06000016",0.253,3875,2
"E01013763","E06000016",0.186,7594,3
"E01013764","E06000016",0.144,11044,4
"E01013765","E06000016",0.219,5573,2
"E01013766","E06000016",0.143,11125,4
"E01013767","E06000016",0.146,10816,4
"E01013768","E06000016",0.227,5151,2
"E01013770","E06000016",0.137,11803,4
"E01013771","E06000016",0.113,14597,5
"E01013772","E06000016",0.223,5359,2
"E01013773","E06000016",0.182,7911,3
"E01013774","E06000016",0.206,6303,2
"E01013775","E06000016",0.114,14411,5
"E01013776","E06000016",0.135,11945,4
"E01013777","E06000016",0.187,7534,3
"E01013778","E06000016",0.123,13337,5
"E01013779","E06000016",0.132,12355,4
"E01013780","E06000016",0.067,22242,7
"E01013781","E06000016",0.183,7783,3
"E01013782","E06000016",0.122,13487,5
"E01013783","E06000016",0.065,22516,7
"E01013784","E06000016",0.107,15332,5
"E01013785","E06000016",0.065,22500,7
"E01013786","E06000016",0.13,12468,4
"E01032597","E06000016",0.277,2950,1
"E01032599","E06000016",0.072,21073,7
"E01032602","E06000016",0.281,2857,1
"E01032862","E06000016",0.157,9885,4
"E01032863","E06000016",0.093,17392,6
"E01032865","E06000016",0.08,19544,6
"E01032867","E06000016",0.073,20912,7
"E01032868","E06000016",0.02,32194,10
"E01032872","E06000016",0.075,20404,7
"E01032873","E06000016",0.178,8150,3
"E01032875","E06000016",0.06,23674,8
"E01021022","E07000063",0.058,24240,8
"E01021023","E07000063",0.054,25056,8
"E01021024","E07000063",0.09,17874,6
"E01021025","E07000063",0.037,29332,9
"E01021026","E07000063",0.038,28966,9
"E01021027","E07000063",0.069,21699,7
"E01021028","E07000063",0.072,21055,7
"E01021029","E07000063",0.067,22202,7
"E01021030","E07000063",0.097,16842,6
"E01021031","E07000063",0.155,10057,4
"E01021032","E07000063",0.042,28071,9
"E01021033","E07000063",0.092,17618,6
"E01021034","E07000063",0.111,14824,5
"E01021035","E07000063",0.094,17249,6
"E01021036","E07000063",0.072,21128,7
"E01021037","E07000063",0.208,6197,2
"E01021038","E07000063",0.08,19495,6
"E01021039","E07000063",0.04,28651,9
"E01021040","E07000063",0.069,21796,7
"E01021041","E07000063",0.075,20438,7
"E01021042","E07000063",0.064,22726,7
"E01021043","E07000063",0.114,14365,5
"E01021044","E07000063",0.188,7459,3
"E01021045","E07000063",0.148,10677,4
"E01021046","E07000063",0.067,22238,7
"E01021047","E07000063",0.093,17491,6
"E01021048","E07000063",0.193,7104,3
"E01021049","E07000063",0.252,3914,2
"E01021050","E07000063",0.166,9136,3
"E01021051","E07000063",0.13,12566,4
"E01021052","E07000063",0.028,31219,10
"E01021053","E07000063",0.07,21592,7
"E01021054","E07000063",0.075,20578,7
"E01021055","E07000063",0.084,18879,6
"E01021056","E07000063",0.044,27731,9
"E01021057","E07000063",0.169,8900,3
"E01021058","E07000063",0.127,12830,4
"E01021059","E07000063",0.136,11852,4
"E01021060","E07000063",0.157,9852,3
"E01021061","E07000063",0.082,19194,6
"E01021062","E07000063",0.208,6184,2
"E01021063","E07000063",0.074,20600,7
"E01021064","E07000063",0.121,13517,5
"E01021065","E07000063",0.237,4653,2
"E01021066","E07000063",0.115,14283,5
"E01021067","E07000063",0.039,28949,9
"E01021068","E07000063",0.033,30252,10
"E01021069","E07000063",0.061,23420,8
"E01021070","E07000063",0.102,16073,5
"E01021071","E07000063",0.141,11322,4
